admin_pages,admin_seconds,info_pages,info_seconds,product_pages,product_seconds,bounce_rate,quit_rate,page_value,is_holiday,month,operating_system_id,browser_id,region_id,traffic_type_id,is_new_visitor,is_weekend,has_purchase
1,33.0,1,27.0,18,630.8719120000001,0.0,0.000292398,0.0,0.0,May,1,1,3,3,1,0,0
0,0.0,0,0.0,35,2352.166667,0.0,0.006060606,0.0,0.0,Nov,2,2,6,2,1,0,0
1,19.0,0,0.0,40,1361.166667,0.005,0.0225,0.0,0.0,Mar,4,1,2,3,0,1,0
1,68.6,0,0.0,73,2265.492857,0.011111111000000002,0.00716821,0.0,0.0,Nov,3,2,3,13,0,0,0
0,0.0,2,15.0,15,328.4166667,0.0,0.037647059,0.0,0.0,May,2,2,1,4,0,1,0
1,18.0,0,0.0,22,495.0,0.0,0.005,0.0,0.0,Nov,2,5,6,2,1,0,0
6,69.125,2,13.0,227,6854.604365,0.005701754,0.020960781,0.0,0.0,Nov,2,2,1,1,0,0,0
0,0.0,0,0.0,5,108.0,0.0,0.04,0.0,0.0,May,2,2,3,2,0,1,0
2,35.0,0,0.0,2,6.0,0.0,0.05,0.0,0.0,Mar,2,2,9,2,1,0,0
0,0.0,0,0.0,4,59.2,0.0,0.05,0.0,0.0,Aug,2,4,9,4,0,0,0
0,0.0,0,0.0,19,337.1666667,0.0,0.0035087720000000003,0.0,1.0,May,1,1,9,3,0,1,0
1,43.0,0,0.0,43,1223.347222,0.0,0.004545455,0.0,0.0,Mar,1,1,3,2,0,0,0
0,0.0,0,0.0,3,52.0,0.0,0.066666667,0.0,0.0,Mar,2,5,8,3,0,1,0
2,95.5,0,0.0,13,334.5,0.0,0.002666667,0.0,0.0,Mar,3,2,1,8,1,0,0
6,71.2,0,0.0,101,3800.0892340000005,0.003883495,0.024032277999999997,3.179063602,0.0,Nov,1,1,3,1,0,0,1
0,0.0,0,0.0,4,44.0,0.0,0.05,0.0,0.0,May,2,4,3,2,1,1,0
3,294.2,2,108.9,60,1994.0237780000002,0.022153846,0.037014927,0.0,0.0,Sep,3,2,6,2,0,0,0
2,143.8,2,94.8,23,890.1952381000001,0.0,0.004166667,0.0,0.0,Jul,2,2,2,1,1,0,0
0,0.0,0,0.0,22,849.8333332999998,0.0,0.021212121,0.0,0.0,Nov,2,2,1,3,0,0,0
0,0.0,0,0.0,63,1320.189881,0.0,0.000468384,0.0,0.0,Nov,2,6,1,2,0,0,0
7,743.5824176,4,909.25,337,11835.10389,0.005228377,0.015719446,0.0,0.0,Nov,1,2,1,2,0,0,0
0,0.0,0,0.0,5,58.0,0.0,0.04,0.0,0.0,May,2,2,4,3,0,0,0
0,0.0,0,0.0,3,62.0,0.0,0.066666667,0.0,0.8,May,3,2,8,2,0,0,0
1,5.0,2,134.0,101,5459.967105,0.038654646,0.064680923,0.0,0.2,May,1,1,1,6,0,0,0
0,0.0,0,0.0,10,276.0,0.04444444400000001,0.055555556,0.0,0.0,Mar,3,2,3,10,0,0,0
0,0.0,0,0.0,2,66.5,0.066666667,0.166666667,0.0,0.0,Nov,3,2,3,13,0,0,0
5,169.975,3,106.0,90,4792.380767000001,0.004166667,0.007479289,41.55801982,0.0,Nov,3,2,6,1,0,0,1
1,38.8,0,0.0,11,214.05333330000002,0.016666667,0.03015873,0.0,0.0,Oct,3,2,1,2,0,0,0
3,21.5,2,70.875,28,1338.225,0.007070707,0.032525253,0.0,0.0,Dec,1,1,2,3,0,0,0
0,0.0,0,0.0,19,295.8333333,0.0,0.010526316,0.0,0.0,Nov,2,2,2,2,1,0,0
0,0.0,0,0.0,3,115.0,0.0,0.066666667,0.0,0.0,May,2,2,6,13,0,0,0
0,0.0,0,0.0,17,287.75,0.073529412,0.121568627,0.0,0.6,May,2,2,1,4,0,0,0
6,440.2813953,1,17.72,18,864.1,0.0,0.002777778,0.0,0.0,Sep,2,2,5,2,1,0,0
2,31.0,0,0.0,88,5321.441032,0.016853933,0.019314057,25.74700712,0.0,Nov,3,2,1,2,0,0,1
0,0.0,0,0.0,13,323.3,0.084615385,0.102564103,0.0,0.0,June,3,2,1,1,0,0,0
5,218.83333330000002,3,54.0,28,1430.854167,0.018823529,0.022957516,9.509492485,0.0,Dec,3,2,1,2,0,1,0
14,286.53333330000004,2,118.8,31,835.71,0.0,0.007317073,33.05509961,0.0,Nov,2,2,7,2,0,0,1
2,29.75,0,0.0,44,1410.4285710000001,0.008695652,0.026086957,0.0,0.0,Nov,2,2,1,8,0,1,0
2,46.3,0,0.0,2,48.4,0.0,0.05,0.0,0.0,Oct,1,1,1,3,0,0,0
1,0.0,0,0.0,11,297.3,0.0,0.041666667000000004,0.0,0.0,May,2,2,4,2,0,0,0
0,0.0,0,0.0,33,472.3611111000001,0.012903226,0.014721408,0.0,0.0,Nov,1,1,9,2,0,0,0
4,367.0,5,2256.916667,74,8981.580128,0.0029889540000000003,0.043301833,0.0,0.0,Dec,2,2,1,8,0,0,0
0,0.0,0,0.0,26,392.0,0.007692308,0.030128205,0.0,0.0,Mar,2,2,4,1,0,0,0
10,293.0,0,0.0,29,1219.516667,0.0,0.015135135,8.897594595,0.0,May,2,2,3,2,0,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,2,2,3,1,0,1,0
2,128.5,0,0.0,7,209.0,0.027777778,0.053439152999999996,0.0,0.0,Nov,3,2,3,2,0,0,0
2,59.4,0,0.0,86,3334.506667,0.025581395,0.050387597,0.0,0.0,Aug,2,2,7,3,0,0,0
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,Feb,3,2,4,1,0,0,0
3,61.65,7,380.95714289999995,102,3025.290325,0.014102564,0.019800052,11.43180835,0.0,Sep,3,2,1,2,0,0,0
0,0.0,0,0.0,15,803.3333332999999,0.0,0.038888888999999996,0.0,0.0,Dec,4,1,1,2,0,0,0
13,205.7,0,0.0,10,157.1,0.011764706000000002,0.033333333,0.0,0.0,Oct,2,6,2,20,0,1,1
9,243.25,3,1475.25,79,3497.214286,0.0034482759999999997,0.012643678,32.59864309,0.0,Dec,2,2,2,2,0,0,0
8,161.66857140000002,0,0.0,518,11976.72135,3.8299999999999996e-05,0.003837261,0.0,0.0,Oct,4,2,9,2,0,0,0
3,72.5,4,148.0,24,377.5,0.006666666999999999,0.02,0.0,0.6,May,1,1,1,3,0,0,0
1,22.2,0,0.0,34,781.8,0.017142857,0.028571429,0.0,0.0,Oct,2,2,6,1,0,1,0
0,0.0,0,0.0,61,4501.4337,0.015,0.036678391,0.0,0.2,May,4,5,3,2,0,0,0
0,0.0,0,0.0,24,506.45238099999995,0.0,0.009090909,76.7910465,0.0,Nov,2,4,1,3,1,0,1
3,49.125,0,0.0,19,344.3452381,0.010526316,0.015789473999999998,0.0,0.0,Nov,3,2,1,13,0,0,0
2,44.5,0,0.0,7,212.16666669999998,0.0,0.00625,0.0,0.0,Mar,3,2,1,8,1,1,0
0,0.0,0,0.0,28,403.8333333,0.017857143,0.029829932000000003,0.0,0.0,Jul,1,1,6,4,0,0,0
0,0.0,2,12.0,0,0.0,0.0,0.1,0.0,0.0,Dec,2,2,1,2,0,0,0
1,0.0,0,0.0,3,58.6,0.0,0.05,113.32386140000001,0.0,Oct,2,2,9,2,0,1,1
4,183.0,1,35.0,15,557.3333332999999,0.0,0.012631578999999999,16.10052632,0.0,May,2,2,2,5,0,0,1
4,112.5,0,0.0,26,1657.0,0.0074074069999999995,0.020987653999999998,5.237224754,0.0,Nov,2,2,1,13,0,0,0
0,0.0,2,14.0,11,687.5,0.020512821,0.035897436,0.0,0.0,Mar,3,2,1,3,0,1,0
4,19.66666667,3,254.91666669999998,147,4254.666667,0.008445946,0.01925038,0.0,0.0,Nov,2,2,1,1,0,0,0
2,21.0,6,182.79166669999998,82,1836.2142489999999,0.004545455,0.025181135,0.0,0.0,Dec,3,2,3,2,0,0,0
3,960.0,0,0.0,10,1218.0,0.0,0.018181818,0.0,0.0,Mar,2,5,1,2,1,0,0
0,0.0,0,0.0,4,18.0,0.0,0.075,0.0,0.0,Dec,3,2,2,3,1,0,0
8,147.0,0,0.0,23,627.0,0.006896551999999999,0.011264368,25.19297315,0.0,Dec,1,1,8,2,0,0,0
8,466.5,2,75.25,44,1616.425824,0.006944444,0.010974434,0.0,0.0,Mar,3,2,4,1,0,0,0
0,0.0,0,0.0,50,1369.75,0.020408163,0.043307169000000006,3.241653061,0.6,May,2,2,1,2,0,0,0
9,188.5638298,0,0.0,199,7750.537279000001,0.007911051,0.021772307999999997,3.012181822,0.0,Nov,3,2,4,13,0,0,1
0,0.0,0,0.0,3,81.75,0.0,0.033333333,0.0,0.0,Dec,3,2,3,6,0,0,0
0,0.0,0,0.0,48,2235.0,0.004347826,0.025362318999999998,9.127391304,0.0,May,2,2,7,2,0,1,0
4,46.4,0,0.0,128,5287.233333,0.0171875,0.034482887000000004,14.984875,0.4,May,2,2,3,13,0,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Oct,3,2,1,1,0,1,0
12,217.64912280000001,4,1009.733333,38,1639.0693609999998,0.02173913,0.031621722000000005,5.287005762,0.0,Sep,3,2,6,1,0,1,0
0,0.0,0,0.0,36,319.5,0.047777778,0.088888889,0.0,0.0,May,2,2,3,1,0,0,0
0,0.0,0,0.0,31,835.2380952000001,0.0,0.009811828,0.0,0.0,Dec,2,2,1,10,0,0,0
1,2.0,1,0.0,77,2476.154789,0.005128205,0.02648199,0.0,0.0,Dec,2,2,1,2,0,0,1
0,0.0,0,0.0,12,1111.0,0.0,0.033333333,0.0,0.6,May,2,2,5,1,0,0,0
0,0.0,0,0.0,62,2636.513492,0.04781874,0.061364567,0.0,0.0,Jul,3,2,3,13,0,1,0
1,65.4,0,0.0,55,1033.65,0.017857143,0.024404762000000003,0.0,0.0,Oct,3,2,1,1,0,0,0
9,254.5,0,0.0,26,712.2714286,0.006060606,0.028282828,1.725866353,0.0,Sep,2,5,2,3,0,0,0
3,73.6,0,0.0,10,104.95,0.0,0.0018518520000000002,0.0,0.0,Oct,3,2,3,2,0,1,0
3,63.0,0,0.0,31,770.5833332999999,0.005714286,0.023809524,0.0,0.0,Dec,2,2,1,8,0,0,0
8,275.75,1,97.0,204,5209.820361,0.002571429,0.015411986,0.0,0.0,Nov,2,2,1,2,0,0,0
11,289.6833333,0,0.0,41,678.4833332999999,0.0,0.032173913,13.57270341,0.0,Oct,4,1,3,1,0,0,1
2,569.0,1,58.5,23,941.6994048,0.0,0.008,9.331744184,0.0,Dec,2,2,4,2,1,0,1
0,0.0,0,0.0,27,1010.633333,0.0,0.012962963000000001,0.0,0.0,June,2,2,1,2,0,0,0
0,0.0,1,6.0,39,720.15,0.005128205,0.017948718,0.0,0.0,Nov,2,4,7,2,0,0,0
1,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,2,0,1,0
6,125.25,2,89.0,146,3697.731633,0.008108108000000001,0.015188129,73.35866939,0.0,Nov,2,2,1,2,0,1,1
2,16.2,0,0.0,4,60.6,0.025,0.075,0.0,0.0,Sep,2,4,1,3,0,0,1
3,45.0,0,0.0,42,1288.066667,0.0,0.007317073,0.0,0.0,May,2,5,1,4,0,0,0
0,0.0,0,0.0,13,979.0833332999998,0.0,0.006060606,0.0,0.0,Dec,3,2,6,2,1,1,0
0,0.0,1,48.0,32,1808.3333329999998,0.05,0.075208333,12.484125,0.4,May,3,2,8,1,0,0,1
3,67.4,0,0.0,4,51.3,0.0,0.028571429,0.0,0.0,Oct,2,2,1,2,1,1,0
2,27.0,0,0.0,6,558.0,0.0,0.0125,0.0,0.0,Mar,2,2,3,8,1,0,0
8,456.9,0,0.0,35,1113.783333,0.0,0.012017544,12.1225775,0.0,Oct,2,5,2,2,0,0,1
0,0.0,0,0.0,3,11.0,0.066666667,0.133333333,0.0,0.0,June,2,2,1,4,0,0,0
13,189.22151530000002,3,22.5,108,4033.4719979999995,0.007402653,0.013739852,24.02645488,0.0,May,3,2,9,13,0,1,1
0,0.0,0,0.0,12,590.8333332999999,0.01,0.03,0.0,0.0,May,1,1,6,4,0,0,0
0,0.0,0,0.0,7,753.0,0.0,0.00952381,0.0,0.0,Mar,2,10,1,2,0,0,0
0,0.0,0,0.0,16,2214.666667,0.0,0.003921569000000001,92.9041786,0.0,Oct,2,2,1,2,1,0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,1,1,6,2,0,1,0
0,0.0,0,0.0,14,310.0,0.028571429,0.06428571400000001,0.0,0.2,May,2,4,1,3,0,0,0
3,94.7,0,0.0,20,366.6166667,0.009090909,0.004545455,0.0,0.0,Jul,1,1,2,4,1,0,0
2,157.25,0,0.0,29,2999.716667,0.0,0.005952381,0.0,0.0,Dec,3,2,2,6,0,0,0
0,0.0,0,0.0,30,2759.833333,0.025,0.064880952,0.0,0.0,May,2,2,6,13,0,0,0
2,51.0,0,0.0,25,698.8333332999999,0.0,0.008727273,0.0,0.0,May,2,10,1,4,0,0,0
0,0.0,0,0.0,7,126.0,0.028571429,0.057142857000000005,0.0,0.0,Mar,2,5,2,10,0,0,0
0,0.0,0,0.0,21,399.8511905,0.0,0.023933659,0.0,0.0,Mar,3,2,1,1,0,0,0
2,253.06666669999998,1,36.2,67,2568.675541,0.039047619,0.071984127,4.001173545,0.0,Aug,2,4,2,1,0,0,1
3,37.5,0,0.0,46,1804.9,0.017730496000000002,0.039361702,0.0,0.0,May,2,2,3,6,0,0,0
0,0.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,Nov,2,6,1,3,0,0,0
0,0.0,0,0.0,3,8.0,0.0,0.1,0.0,0.0,May,2,2,1,3,0,0,0
1,22.0,0,0.0,26,982.8333332999998,0.0,0.008,0.0,0.0,May,2,2,1,1,1,1,0
7,152.6,2,50.5,30,1089.285714,0.0,0.012952381,23.59811637,0.0,Nov,2,2,4,2,0,0,0
1,4.0,0,0.0,34,652.9238095,0.00625,0.036830357,0.0,1.0,May,1,1,3,4,0,1,0
1,13.0,0,0.0,15,524.5,0.0,0.013333333000000001,33.9612,0.0,May,3,2,1,6,0,0,1
7,131.8333333,0,0.0,63,2074.611111,0.010793651000000001,0.02000962,0.0,0.0,Dec,3,2,3,10,0,0,0
0,0.0,0,0.0,113,5178.531731,0.003896104,0.030191572000000003,0.0,0.0,Nov,2,2,3,2,0,0,1
2,65.5,0,0.0,11,263.0,0.0,0.016666667,46.308063,0.0,Nov,2,2,1,2,0,0,1
10,130.55,1,23.2,7,128.2333333,0.006666666999999999,0.015238095,0.0,0.0,Oct,2,2,6,5,1,0,0
6,360.9166667,4,114.2,17,806.65,0.01,0.015,0.0,0.0,June,2,10,3,5,1,1,0
0,0.0,0,0.0,46,2425.083333,0.010869565,0.027681159,0.0,0.6,May,1,1,3,2,0,0,0
3,15.0,0,0.0,102,4021.1722219999997,0.0,0.01,0.0,0.0,Nov,2,2,1,2,0,1,0
0,0.0,0,0.0,6,92.0,0.0,0.066666667,0.0,0.0,Mar,1,1,3,10,0,0,0
0,0.0,0,0.0,24,981.1666667000002,0.05138888900000001,0.08472222199999999,0.0,0.0,May,2,2,1,11,0,1,0
0,0.0,0,0.0,10,627.5,0.02,0.05,0.0,0.0,Feb,3,3,1,4,0,1,0
0,0.0,0,0.0,3,116.75,0.0,0.066666667,0.0,0.0,Nov,3,2,1,10,0,1,0
8,279.25,2,1652.0,43,1717.7404760000002,0.0,0.018472224,18.07802206,0.0,Dec,3,2,5,2,0,0,1
1,40.5,0,0.0,49,1587.25,0.0,0.011538462,35.79969486,0.0,Nov,2,2,3,13,0,0,1
0,0.0,0,0.0,12,250.25,0.05,0.083333333,0.0,0.0,Dec,1,1,1,3,0,1,0
0,0.0,0,0.0,38,624.5,0.005263158,0.021052632,0.0,0.0,Nov,4,1,9,3,0,0,0
6,175.0,1,10.0,25,2877.5,0.007692308,0.037435897,0.0,0.0,May,2,2,7,1,0,0,0
13,301.5616883,1,14.0,55,3328.903752,0.007936508,0.014212018,38.60204838,0.0,Nov,1,1,1,2,0,0,0
1,12.0,0,0.0,43,851.8857142999999,0.0,0.009883721,11.65996434,0.0,Nov,2,2,1,2,0,0,1
5,181.8666667,0,0.0,192,4845.989214,0.005412371,0.022099252000000003,18.67564853,0.0,Nov,2,2,1,1,0,0,0
0,0.0,0,0.0,34,606.7857142999999,0.017647059,0.040441176,0.0,0.4,May,1,1,1,3,0,0,0
2,113.0,2,501.0,14,381.75,0.0,0.035294118,0.0,0.0,Dec,2,10,2,2,0,0,0
1,103.0,0,0.0,20,1140.666667,0.0,0.005,19.18108767,0.0,Dec,3,2,3,2,1,0,1
0,0.0,0,0.0,26,664.85,0.026923077000000004,0.066666667,0.0,0.0,Dec,2,10,7,1,0,1,0
0,0.0,0,0.0,6,122.5,0.011111111000000002,0.07777777799999999,0.0,0.2,May,2,6,6,4,0,0,0
4,98.6,0,0.0,10,63.6,0.090909091,0.090909091,0.0,0.0,Sep,1,1,4,3,0,0,0
0,0.0,0,0.0,19,273.7083333,0.021052632,0.035087718999999996,0.0,0.0,Nov,3,2,4,11,0,1,1
4,61.63333333,0,0.0,33,1804.011111,0.0,0.005022447,41.64590199,0.0,Nov,2,2,2,2,0,0,1
0,0.0,0,0.0,18,587.7333332999999,0.0,0.022222222000000003,32.52380772,0.0,Nov,2,2,7,4,0,1,1
4,123.4,0,0.0,38,585.37,0.017948718,0.033333333,0.0,0.0,Jul,1,1,3,3,0,1,0
0,0.0,0,0.0,58,3178.5,0.0,0.015789473999999998,0.0,0.0,Nov,2,2,9,2,0,0,1
0,0.0,0,0.0,57,2716.666667,0.0,0.005263158,0.0,0.0,Nov,2,2,2,3,0,0,1
0,0.0,0,0.0,12,262.9166667,0.008333333,0.055555556,0.0,0.0,Dec,1,6,1,2,0,0,0
0,0.0,0,0.0,12,482.5,0.02,0.04,0.0,0.0,Nov,1,2,1,10,0,0,0
8,111.93,0,0.0,13,860.77,0.020952381000000003,0.056017316,0.0,0.0,Jul,1,1,1,2,0,0,0
1,82.0,0,0.0,62,1243.1761900000001,0.006451613,0.00983871,0.0,0.0,Dec,1,1,6,2,0,0,0
3,99.0,0,0.0,37,2419.1333329999998,0.007894736999999999,0.023245613999999998,0.0,0.0,Mar,2,2,3,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,4,1,1,10,0,1,0
3,23.0,0,0.0,19,723.4833332999999,0.0035087720000000003,0.022807018,17.68865669,0.0,Jul,2,2,2,2,0,0,0
0,0.0,0,0.0,7,304.3333333,0.0,0.033333333,0.0,0.0,May,1,1,1,2,1,1,0
0,0.0,0,0.0,4,2.333333333,0.15,0.1625,0.0,0.0,May,2,2,4,13,0,0,0
0,0.0,0,0.0,26,710.0,0.003846154,0.017521368,0.0,0.0,Aug,3,3,4,4,0,0,0
7,533.5913534,4,333.5,85,5496.630354999999,0.010192616,0.025284123,5.145928873,0.0,Nov,3,2,1,13,0,0,0
3,122.0,0,0.0,34,651.8666667,0.0,0.011764706000000002,0.0,0.0,Nov,3,3,2,11,1,0,0
0,0.0,3,494.0,164,3269.2569329999997,0.006586826,0.012909664,5.873000789,0.0,Dec,2,2,1,1,0,0,0
6,84.66666667,0,0.0,24,1387.5,0.0,0.017261905,11.30850046,0.0,Nov,2,2,1,3,0,0,1
0,0.0,0,0.0,6,815.0,0.05,0.04444444400000001,0.0,0.2,May,1,2,1,4,0,0,0
5,321.6666667,7,460.0,46,1900.8960780000002,0.017156863,0.031932773,0.0,1.0,May,1,1,3,1,0,1,0
0,0.0,0,0.0,9,218.0,0.0,0.033333333,0.0,0.0,Mar,2,2,6,3,0,1,0
3,242.0,0,0.0,12,286.0,0.0,0.014285714,0.0,0.0,Mar,1,1,1,2,1,1,0
0,0.0,0,0.0,10,1186.6,0.02,0.08,0.0,0.0,Aug,2,5,1,3,0,0,0
3,150.25,0,0.0,71,2065.8381649999997,0.0061032859999999994,0.015796946,0.0,0.0,Nov,2,2,1,2,0,0,0
11,281.63095239999996,0,0.0,54,923.6757353,0.0,0.012261867,5.150663602,0.0,Mar,1,1,7,2,0,0,0
0,0.0,0,0.0,12,335.0,0.018181818,0.045454545,0.0,0.0,Dec,1,1,8,10,0,0,0
0,0.0,1,8.0,38,2370.729167,0.015384615,0.030433925,0.0,0.0,Nov,2,10,2,2,0,0,0
0,0.0,0,0.0,39,805.7916667000001,0.007692308,0.013846154,0.0,0.0,Dec,2,2,4,1,0,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Dec,8,13,9,20,0,0,0
0,0.0,0,0.0,8,232.5,0.0,0.05,0.0,0.0,Nov,4,2,1,2,1,0,0
0,0.0,0,0.0,8,211.33333330000002,0.0,0.075,0.0,0.0,May,2,5,3,2,0,1,0
0,0.0,0,0.0,33,2861.966667,0.0,0.034375,0.0,0.0,Nov,2,2,9,2,0,0,0
1,46.4,0,0.0,2,689.1,0.0,0.016666667,0.0,0.0,Aug,1,1,1,5,1,0,1
4,135.4,0,0.0,2,46.8,0.0,0.0375,0.0,0.0,Sep,1,1,5,2,0,0,1
0,0.0,0,0.0,8,1004.5,0.0,0.05,27.77725875,0.0,Dec,1,1,4,1,0,0,1
6,57.25,0,0.0,36,1930.410714,0.0125,0.018083333,21.39566828,0.0,Nov,1,1,1,2,0,0,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,1,8,3,1,0,1,0
0,0.0,0,0.0,47,1423.0,0.004347826,0.013768116,0.0,0.0,Sep,2,2,7,1,0,0,0
0,0.0,0,0.0,4,75.5,0.0,0.05,0.0,0.0,Nov,2,2,1,8,1,0,0
1,20.0,1,115.0,50,1404.459091,0.013000000000000001,0.044000000000000004,0.0,0.0,Dec,2,2,2,2,0,1,0
0,0.0,0,0.0,5,90.66666667,0.04,0.12,0.0,0.0,May,2,2,6,6,0,0,0
3,64.0,0,0.0,29,619.4,0.0,0.007142857,42.89057143,0.0,May,2,2,1,3,0,0,1
1,54.5,0,0.0,26,531.5,0.007692308,0.023076923,44.92362122,0.0,Nov,2,2,3,2,0,0,0
4,59.5,2,662.0,31,1586.154762,0.016666667,0.037334126,0.0,0.0,Nov,1,1,1,2,0,0,0
15,543.3549065000001,7,243.2833333,169,6920.973243,0.005268892,0.016769542,0.742942737,0.0,Nov,1,1,3,2,0,1,0
1,7.0,2,562.0,36,1300.190476,0.010810811000000002,0.038738739,0.0,0.0,Mar,2,2,1,1,0,1,0
0,0.0,0,0.0,7,258.5,0.028571429,0.071428571,0.0,0.0,Mar,3,2,6,1,0,0,0
0,0.0,0,0.0,34,2091.4803920000004,0.046212120999999995,0.071855922,0.0,0.0,Oct,1,1,8,1,0,0,0
4,100.75,0,0.0,11,221.375,0.0,0.015384615,0.0,0.0,Nov,2,2,3,2,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,2,1,3,0,0,0
3,53.4,0,0.0,21,216.7,0.0,0.008695652,0.0,0.0,Sep,2,2,1,2,1,0,0
1,12.0,0,0.0,43,2209.554876,0.01031746,0.022317022000000002,0.0,0.0,Dec,1,1,1,2,0,0,0
0,0.0,0,0.0,3,158.0,0.033333333,0.033333333,0.0,0.0,Dec,1,1,1,3,1,0,0
4,34.83333333,2,33.75,32,929.0833332999998,0.005714286,0.016190476000000002,34.29431289,0.0,Dec,2,2,1,2,1,0,1
3,117.85,0,0.0,9,492.9,0.0,0.028571429,29.4620883,0.0,Aug,4,1,1,1,0,0,0
0,0.0,0,0.0,6,222.4,0.0,0.033333333,63.55337685,0.0,Jul,1,1,4,4,0,1,0
0,0.0,0,0.0,69,653.2777778,0.014705882,0.053431373,0.0,0.6,May,2,4,7,4,0,0,0
0,0.0,0,0.0,24,612.2083332999999,0.016666667,0.026388889,0.0,0.0,Dec,3,2,3,10,0,0,0
4,78.5,1,32.75,50,1897.8333329999998,0.0127,0.011746032,0.0,0.0,Dec,1,1,9,3,0,1,0
0,0.0,0,0.0,3,57.4,0.0,0.133333333,0.0,0.0,Aug,3,2,1,3,0,0,0
2,63.25,0,0.0,7,460.75,0.022222222000000003,0.037037037,0.0,0.0,Dec,3,2,3,2,0,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,13,0,1,0
0,0.0,0,0.0,4,7.0,0.0,0.05,0.0,0.0,Mar,2,2,1,1,0,0,0
0,0.0,0,0.0,20,873.7365079,0.0075,0.028166667000000003,0.0,0.0,Feb,1,2,1,1,0,0,0
3,54.0,0,0.0,50,1911.3333329999998,0.004,0.013000000000000001,109.5876,0.0,May,2,2,7,6,0,1,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,3,2,9,3,0,0,0
0,0.0,0,0.0,11,1289.333333,0.0,0.022222222000000003,0.0,0.0,Dec,1,1,6,2,1,0,0
16,301.13690479999997,4,886.5,78,5097.4183299999995,0.014132104,0.030390424,7.296889074,0.0,Nov,3,2,2,2,0,1,1
3,35.0,0,0.0,16,314.0,0.0,0.052631579000000005,0.0,0.0,Mar,2,5,7,2,0,0,0
0,0.0,0,0.0,54,2222.9,0.0037037040000000004,0.014814815,0.0,0.0,May,4,1,1,4,0,0,0
0,0.0,0,0.0,2,87.0,0.0,0.033333333,0.0,0.0,Nov,3,2,4,11,0,0,0
4,64.5,0,0.0,17,145.5,0.0125,0.025,0.0,0.0,Nov,2,2,4,8,0,0,0
4,56.5,2,8.0,9,198.25,0.018181818,0.036363636,0.0,0.0,Nov,1,8,3,6,0,1,0
